titles,authors,nums,peoples
失踪的王妃,赤冰/朝华出版社/2008-4/29.80元,7.0,(366人评价)
有匪（全集）,Priest/湖南文艺出版社/2017-10/140.00元,8.6,(11650人评价)
法老的宠妃,悠世/朝华出版社/2007-06/29.80元,7.4,(6298人评价)
余生终有雪,狂上加狂/江苏文艺/2016-11/26.80,6.6,(101人评价)
你我相逢在黑夜的海上,云五/沈阳出版社/2010-7/26.80元,7.0,(328人评价)
有匪（全集）,Priest/湖南文艺出版社/2017-10/140.00元,8.6,(11650人评价)
诱郎,明月珰/江苏文艺出版社/2010-8/25.00元,6.4,(401人评价)
我爱安心,惊鸿/国际文化出版公司/2008-10/25.00元,6.5,(165人评价)
拾光里的我们,随侯珠/百花洲文艺出版社/2015-10-1/29.80,6.6,(462人评价)
老师，太给力,叶落无心/春风文艺出版社/2011-6/19.80元,6.7,(292人评价)
为何偏偏喜欢你,心雯/北方妇女儿童出版社/2009-11/26.80元,7.2,(375人评价)
可惜不是你,叶紫/朝华出版社/2008-09/25.00元,6.6,(925人评价)
伏神,十四郎/安徽文艺出版社/2006-4/33.00元,7.2,(296人评价)
戏龙记之完全古代,喜善大人/中国电影出版社/2007-07/23.0,7.2,(371人评价)
不如我们重新来过,吴沉水/北方文艺出版社/2013-11/29.00元,7.9,(245人评价)
绘蓝颜,七钉/珠海出版社/2009-10/29.80元,6.4,(371人评价)
何处再有终南山,楚腰/中国文联出版社/2010-9/26.80元,7.5,(416人评价)
化妆后请叫我美人,Higem/百花洲文艺出版社/2008-11/29.80元,6.4,(288人评价)
他來了，請閉眼 下,丁墨/知翎文化/2014-3-5,7.9,(517人评价)
龙龙龙（全三册）,天衣有风/2009-9/68.00元,7.2,(704人评价)
如果没有遇见你,晴空蓝兮/湖南文艺出版社/2012-7/28.00元,5.9,(450人评价)
此间的少年,江南/华文出版社/2004-1/25.00元,8.4,(46997人评价)
白首不相离,长着翅膀的大灰狼/百花洲文艺出版社/2014-5-1/29.80,7.2,(719人评价)
蚀心者,辛夷坞/江苏文艺出版社/2012-12/29.80元,6.7,(4922人评价)
titles,authors,nums,peoples
天官賜福 一,墨香銅臭/平心出版/2017-12/NTD330,7.6,(5602人评价)
桃花债,大风刮过/中国文联出版社/2016-7-1/36.00元,8.1,(6292人评价)
何以笙箫默,顾漫/朝华出版社/2007-4/15.00元,7.8,(138086人评价)
AWM绝地求生 上册,漫漫何其多著/北京时代华文书局/2019-4/39.8元,7.5,(2166人评价)
那个不为人知的故事,twentine/江苏文艺出版社/2015-12/32.00元,8.6,(13340人评价)
默读.3,Priest/北京联合出版公司/2018-8/48.00元,8.5,(5750人评价)
天官賜福 三,墨香銅臭/平心出版/2017-12/NTD330,7.6,(1922人评价)
六爻,Priest/？/1900/,8.5,(6127人评价)
有匪1,Priest/湖南文艺出版社/2016-11/35.00元,8.8,(9265人评价)
天官賜福 四,墨香銅臭/平心出版/2017-12/NTD330,7.8,(1465人评价)
迪奧先生 VOL.01,綠野千鶴/威向有限公司/2018-10-31/NTD250,7.1,(951人评价)
AWM「絕地求生」VOLUME #2,漫漫何其多/威向有限公司/2018-8/NTD320,7.8,(2086人评价)
知否知否应是绿肥红瘦,关心则乱/中国华侨出版社/2018-4-1/42.00元,7.4,(5754人评价)
白日梦我,栖见/百花洲文艺出版社/2019-7/69.80元,6.4,(2270人评价)
提灯映桃花,淮上/江苏文艺出版社/2017-1-1/68.00元,7.3,(1656人评价)
天官賜福 二,墨香銅臭/平心出版/2017-12/NTD330,7.7,(1357人评价)
原来你还在这里,辛夷坞/朝华出版社/2007-10/25.00元,7.6,(44717人评价)
三千鸦杀,十四郎/春风文艺出版社/2010-8/19.80元,7.4,(7706人评价)
AWM「絕地求生」VOLUME #1,漫漫何其多/威向有限公司/2018-8/NTD320,7.6,(3135人评价)
微微一笑很倾城,顾漫/江苏文艺出版社/2009-8/25.00,7.9,(95208人评价)
